id,loan_amnt,int_rate,grade,home_ownership,annual_inc,issue_d,loan_status,purpose,fico_range_low,target,season
59192556,8600,12.69,5,3,17232,15-Sep,Fully Paid,credit_card,685,1,
55930311,11300,22.99,2,1,47500,15-Jul,Fully Paid,debt_consolidation,670,1,3
41051041,23000,15.61,4,1,100000,15-Feb,Fully Paid,home_improvement,665,1,1
137478510,7500,7.21,7,1,98000,18-Jul,Fully Paid,debt_consolidation,745,1,3
45394184,20000,18.25,3,2,68000,15-Apr,Fully Paid,debt_consolidation,670,1,2
108203326,24000,12.62,5,2,50000,17-May,Fully Paid,debt_consolidation,725,1,2
40440114,26000,17.86,4,1,200000,15-Jan,Fully Paid,debt_consolidation,660,1,1
46556821,5800,5.93,7,1,45000,15-Apr,Fully Paid,debt_consolidation,760,1,2
113098148,14400,18.06,4,2,44000,17-Jul,Charged Off,credit_card,670,0,3
38508431,35000,9.49,6,1,118392.45,15-Jan,Fully Paid,credit_card,700,1,1
58430804,35000,16.99,4,1,95000,15-Aug,Fully Paid,other,665,1,3
109852582,6000,5.32,7,1,66000,17-Jun,Fully Paid,credit_card,790,1,3
108108041,1000,16.02,5,1,70000,17-May,Fully Paid,other,665,1,2
45904127,15000,12.29,5,1,64000,15-Apr,Fully Paid,debt_consolidation,715,1,2
46675300,15000,9.99,6,2,45485,15-Apr,Fully Paid,credit_card,680,1,2
48080159,10000,20.49,3,3,62000,15-May,Fully Paid,renewable_energy,700,1,2
60831767,7200,9.17,6,1,110000,15-Sep,Fully Paid,home_improvement,660,1,
63408428,20000,14.33,5,2,45000,15-Nov,Charged Off,credit_card,680,0,4
50446950,15000,9.17,6,2,71500,15-Jun,Fully Paid,credit_card,775,1,3
38549233,9600,12.39,5,2,48000,15-Jan,Charged Off,debt_consolidation,670,0,1
63215796,14400,14.65,5,2,36000,15-Oct,Fully Paid,debt_consolidation,685,1,4
79533287,6175,13.67,5,1,42000,16-May,Fully Paid,debt_consolidation,685,1,2
66471200,10000,11.22,6,2,70000,15-Dec,Charged Off,debt_consolidation,660,0,1
73521238,8000,18.25,4,2,42000,16-Mar,Fully Paid,debt_consolidation,670,1,2
73619691,24000,11.99,5,2,92000,16-Mar,Fully Paid,debt_consolidation,695,1,2
37641732,14000,11.44,6,1,85000,15-Jan,Fully Paid,credit_card,710,1,1
66452892,14500,16.55,4,3,43000,15-Dec,Fully Paid,debt_consolidation,675,1,1
50004400,9250,17.57,4,1,35000,15-May,Charged Off,home_improvement,675,0,2
108759451,20000,9.93,6,2,95000,17-May,Fully Paid,debt_consolidation,680,1,2
67456367,15000,13.67,5,3,90000,15-Dec,Fully Paid,credit_card,685,1,1
115046909,5400,11.99,6,1,70000,17-Aug,Fully Paid,debt_consolidation,675,1,3
54127696,29525,15.61,4,1,80000,15-Jul,Fully Paid,debt_consolidation,705,1,3
43076248,5000,12.29,5,2,70000,15-Mar,Charged Off,credit_card,675,0,2
83818222,10850,24.49,3,3,70000,16-Jun,Charged Off,home_improvement,690,0,3
102744525,29075,11.49,6,1,300000,17-Apr,Charged Off,debt_consolidation,700,0,2
63328558,2000,9.17,6,1,39520,15-Oct,Fully Paid,credit_card,675,1,4
105101403,21900,17.99,4,3,54000,17-Apr,Charged Off,debt_consolidation,690,0,2
75134581,10500,5.32,7,1,47000,16-Mar,Fully Paid,credit_card,685,1,2
65068359,15000,7.89,7,2,75000,15-Nov,Fully Paid,debt_consolidation,690,1,4
59189884,10000,11.53,6,1,40000,15-Aug,Fully Paid,credit_card,690,1,3
75230633,8000,10.75,6,3,56000,16-Mar,Fully Paid,debt_consolidation,660,1,2
77168536,25600,12.99,5,1,83000,16-Apr,Charged Off,credit_card,710,0,2
40949900,3500,13.33,5,2,14400,15-Feb,Fully Paid,debt_consolidation,660,1,1
112147198,16000,26.3,3,3,48500,17-Aug,Charged Off,debt_consolidation,685,0,3
76425982,10000,10.75,6,1,111000,16-Apr,Fully Paid,debt_consolidation,670,1,2
104290581,24000,16.99,4,1,60000,17-Apr,Fully Paid,debt_consolidation,690,1,2
50556447,12000,6.89,7,3,38500,15-May,Fully Paid,debt_consolidation,760,1,2
50445844,9600,9.17,6,2,62000,15-May,Fully Paid,credit_card,680,1,2
83990464,4500,10.99,6,2,80000,16-Jun,Fully Paid,debt_consolidation,760,1,3
64997343,12000,6.24,7,1,52000,15-Nov,Fully Paid,debt_consolidation,695,1,4
55564011,9000,8.18,6,2,36000,15-Jul,Fully Paid,credit_card,665,1,3
50313215,8500,7.26,7,3,45000,15-May,Fully Paid,credit_card,715,1,2
79103324,9000,9.16,6,1,118000,16-May,Fully Paid,home_improvement,680,1,2
64967850,24000,7.26,7,1,60000,15-Nov,Fully Paid,debt_consolidation,710,1,4
74864410,8000,16.29,4,2,50000,16-Mar,Fully Paid,home_improvement,665,1,2
75597931,15000,8.39,6,1,60000,16-Mar,Charged Off,debt_consolidation,720,0,2
39580294,12000,7.49,7,2,70000,15-Jan,Fully Paid,credit_card,660,1,1
57940480,10000,9.17,6,1,60000,15-Aug,Fully Paid,credit_card,665,1,3
113552730,20000,7.97,7,3,130000,17-Jul,Fully Paid,debt_consolidation,690,1,3
114408157,40000,9.93,6,1,165000,17-Jul,Fully Paid,home_improvement,775,1,3
39239876,15000,18.54,3,3,75000,15-Jan,Fully Paid,debt_consolidation,695,1,1
44419226,30000,9.17,6,2,175000,15-Apr,Fully Paid,debt_consolidation,680,1,2
55933874,7200,9.99,6,2,41000,15-Jul,Fully Paid,credit_card,665,1,3
61902551,20400,19.99,3,1,60000,15-Oct,Fully Paid,debt_consolidation,670,1,4
76314676,2350,9.75,6,2,45000,16-Apr,Fully Paid,debt_consolidation,665,1,2
129518410,25000,13.58,5,3,80000,18-Mar,Fully Paid,debt_consolidation,690,1,2
118272689,9600,19.03,4,2,45000,17-Sep,Fully Paid,debt_consolidation,665,1,
66404312,13525,16.55,4,1,47000,15-Dec,Charged Off,debt_consolidation,675,0,1
49933486,11000,17.57,4,2,58000,15-May,Fully Paid,debt_consolidation,665,1,2
44289126,8000,17.57,4,2,115000,15-Apr,Fully Paid,debt_consolidation,685,1,2
114172649,20000,14.08,5,1,110000,17-Jul,Fully Paid,debt_consolidation,710,1,3
60696326,10200,17.86,4,2,30000,15-Sep,Charged Off,debt_consolidation,675,0,
73694105,6000,26.57,2,2,27040,16-Mar,Fully Paid,debt_consolidation,700,1,2
65684584,25000,6.89,7,1,63000,15-Nov,Charged Off,credit_card,725,0,4
38657798,7500,10.49,6,3,54000,15-Jan,Fully Paid,credit_card,685,1,1
111070731,5000,9.44,6,2,35000,17-Jun,Fully Paid,debt_consolidation,725,1,3
109671672,2800,10.91,6,3,56000,17-May,Fully Paid,debt_consolidation,675,1,2
72575324,18000,5.32,7,1,160000,16-Mar,Fully Paid,debt_consolidation,750,1,2
105323464,3000,15.99,5,1,120000,17-Apr,Charged Off,other,780,0,2
119330191,8000,11.99,6,2,24000,17-Sep,Fully Paid,debt_consolidation,660,1,
49955225,16375,15.61,4,1,47513.64,15-May,Fully Paid,debt_consolidation,695,1,2
134854547,5000,8.08,7,2,38000,18-Jul,Fully Paid,debt_consolidation,690,1,3
61468794,6000,12.69,5,2,40000,15-Oct,Fully Paid,medical,675,1,4
113823122,25600,21.45,4,2,60000,17-Jul,Charged Off,debt_consolidation,730,0,3
111100686,30000,16.02,5,1,105000,17-Jun,Fully Paid,debt_consolidation,680,1,3
43986252,10000,15.61,4,1,40000,15-Apr,Fully Paid,medical,675,1,2
41059318,22400,10.99,6,1,78000,15-Feb,Fully Paid,debt_consolidation,800,1,1
61932320,19200,16.99,4,1,104000,15-Oct,Fully Paid,credit_card,690,1,4
39521908,10000,11.44,6,1,75000,15-Jan,Fully Paid,debt_consolidation,750,1,1
38604853,24000,17.86,4,1,85000,15-Jan,Fully Paid,home_improvement,680,1,1
58963243,9000,13.99,5,1,50000,15-Aug,Fully Paid,debt_consolidation,720,1,3
42285121,15000,14.65,5,3,61000,15-Mar,Fully Paid,debt_consolidation,680,1,2
41119471,35000,13.99,5,2,106000,15-Feb,Charged Off,debt_consolidation,715,0,1
56057842,20000,8.18,6,3,47139.12,15-Jul,Fully Paid,debt_consolidation,690,1,3
66464736,17000,18.49,3,2,43000,15-Dec,Fully Paid,debt_consolidation,670,1,1
117605586,14400,11.99,6,2,67000,17-Aug,Fully Paid,credit_card,680,1,3
43352007,18000,12.69,5,1,61000,15-Mar,Fully Paid,credit_card,690,1,2
108074443,29025,20,4,1,66000,17-May,Fully Paid,debt_consolidation,675,1,2
55492249,2700,6.24,7,1,65000,15-Jul,Fully Paid,credit_card,710,1,3
67135486,25225,15.41,4,2,92200,15-Dec,Fully Paid,debt_consolidation,710,1,1
39530906,13475,15.59,4,1,35734,15-Jan,Fully Paid,credit_card,670,1,1
72663645,10000,9.75,6,1,117000,16-Feb,Fully Paid,debt_consolidation,665,1,1
60903696,5725,18.25,3,2,33300,15-Oct,Charged Off,debt_consolidation,665,0,4
46754732,9600,14.65,5,2,51000,15-Apr,Fully Paid,debt_consolidation,660,1,2
109038171,20000,9.44,6,1,75000,17-May,Fully Paid,credit_card,730,1,2
44905405,12825,16.99,4,3,30732,15-Apr,Fully Paid,credit_card,675,1,2
46366445,5000,10.99,6,3,50000,15-Apr,Fully Paid,debt_consolidation,670,1,2
115696323,8000,12.62,5,1,85000,17-Aug,Fully Paid,medical,675,1,3
75094870,16000,11.47,6,1,52000,16-Mar,Fully Paid,credit_card,740,1,2
104631829,35000,11.44,6,1,110000,17-Apr,Fully Paid,debt_consolidation,685,1,2
73804846,12000,14.46,5,2,48000,16-Mar,Fully Paid,debt_consolidation,675,1,2
40227434,15000,8.67,6,1,135000,15-Jan,Fully Paid,home_improvement,680,1,1
61922913,18000,18.49,3,1,50000,15-Nov,Charged Off,debt_consolidation,700,0,4
104957683,20000,11.44,6,1,60000,17-Apr,Fully Paid,credit_card,745,1,2
59069949,24000,13.99,5,2,86100,15-Aug,Fully Paid,debt_consolidation,685,1,3
51075386,7500,13.33,5,1,58325,15-Jun,Fully Paid,debt_consolidation,720,1,3
56350128,12000,12.29,5,2,64000,15-Aug,Fully Paid,other,670,1,3
78923354,34000,8.39,6,1,68000,16-May,Fully Paid,credit_card,680,1,2
55514159,9600,13.33,5,2,65000,15-Jul,Fully Paid,vacation,665,1,3
62256379,8000,9.17,6,1,85000,15-Oct,Fully Paid,other,675,1,4
49954334,15000,7.26,7,2,71000,15-May,Fully Paid,credit_card,690,1,2
46426682,22600,6.68,7,1,87000,15-Apr,Fully Paid,debt_consolidation,760,1,2
115418926,12000,17.09,4,1,50000,17-Aug,Fully Paid,home_improvement,665,1,3
40461351,10000,8.67,6,1,40000,15-Feb,Fully Paid,debt_consolidation,710,1,1
79053956,3000,10.75,6,2,52000,16-May,Fully Paid,credit_card,710,1,2
54373135,12000,16.55,4,3,111000,15-Jul,Fully Paid,home_improvement,695,1,3
64812273,20000,11.49,6,2,87000,15-Nov,Fully Paid,debt_consolidation,665,1,4
43246384,20950,12.69,5,2,49895,15-Mar,Fully Paid,debt_consolidation,670,1,2
66210237,8000,14.48,5,1,46000,15-Dec,Fully Paid,debt_consolidation,665,1,1
126650658,4500,7.97,7,2,37000,18-Jan,Fully Paid,credit_card,695,1,1
55920240,6000,12.29,5,2,69000,15-Jul,Fully Paid,debt_consolidation,660,1,3
38498634,12000,8.67,6,1,60000,15-Jan,Fully Paid,debt_consolidation,690,1,1
65875062,10000,11.99,5,1,75000,15-Dec,Fully Paid,other,670,1,1
56310119,35000,14.65,5,1,97992,15-Jul,Fully Paid,credit_card,675,1,3
41247001,10150,16.55,4,3,43000,15-Feb,Fully Paid,credit_card,670,1,1
76222044,24000,10.75,6,1,105000,16-Apr,Fully Paid,debt_consolidation,670,1,2
74756261,16000,5.32,7,1,118000,16-Apr,Fully Paid,credit_card,720,1,2
104346903,8575,11.49,6,2,35000,17-Apr,Fully Paid,debt_consolidation,800,1,2
53504703,10000,18.25,3,2,38000,15-Jul,Fully Paid,debt_consolidation,665,1,3
48595632,6500,13.33,5,1,55000,15-May,Fully Paid,debt_consolidation,675,1,2
39640776,20150,17.14,4,2,80000,15-Jan,Fully Paid,credit_card,675,1,1
50576265,25000,19.19,3,1,80000,15-May,Fully Paid,debt_consolidation,680,1,2
60527460,18000,6.24,7,3,135000,15-Sep,Fully Paid,credit_card,690,1,
73252414,4800,11.47,6,3,35000,16-Mar,Charged Off,other,665,0,2
45334508,20000,6.39,7,1,79403,15-Apr,Fully Paid,debt_consolidation,675,1,2
79743697,10000,14.46,5,2,30000,16-Jun,Charged Off,credit_card,660,0,3
83154471,9000,10.49,6,1,27600,16-Jun,Charged Off,credit_card,665,0,3
75092918,9000,12.99,5,2,62712,16-Apr,Fully Paid,credit_card,660,1,2
77517455,20700,23.13,2,3,46000,16-May,Fully Paid,home_improvement,685,1,2
46694317,6000,6.39,7,2,55400,15-Apr,Fully Paid,credit_card,670,1,2
59079669,16500,9.99,6,1,65000,15-Aug,Fully Paid,debt_consolidation,700,1,3
128661575,15000,14.08,5,1,64000,18-Feb,Charged Off,home_improvement,790,0,1
110659111,12000,9.93,6,2,72000,17-Jun,Charged Off,debt_consolidation,675,0,3
77891729,21500,16.29,4,1,52000,16-May,Fully Paid,credit_card,670,1,2
73428365,27350,20.75,3,2,72000,16-Mar,Fully Paid,debt_consolidation,675,1,2
58652225,15825,15.61,4,2,85000,15-Aug,Fully Paid,debt_consolidation,670,1,3
115379072,20000,30.89,1,2,90000,17-Sep,Charged Off,small_business,660,0,
67665711,6000,9.76,6,2,25000,15-Dec,Fully Paid,debt_consolidation,660,1,1
42384925,6075,15.61,4,2,116000,15-Mar,Fully Paid,other,675,1,2
76273261,15000,7.89,7,3,50000,16-Apr,Fully Paid,credit_card,705,1,2
38529136,22000,12.69,5,1,110000,15-Feb,Fully Paid,major_purchase,685,1,1
43014286,9000,12.69,5,2,67500,15-Mar,Fully Paid,debt_consolidation,675,1,2
46632117,27525,25.83,1,1,60000,15-Apr,Fully Paid,major_purchase,690,1,2
42434902,1000,13.33,5,3,33100,15-Apr,Fully Paid,debt_consolidation,690,1,2
105637241,19200,13.99,5,2,72000,17-Apr,Fully Paid,debt_consolidation,700,1,2
46803129,10000,12.69,5,2,89000,15-May,Fully Paid,debt_consolidation,660,1,2
113942541,12000,10.42,6,1,43583,17-Jul,Fully Paid,debt_consolidation,705,1,3
74565719,4825,21.97,3,2,72000,16-Mar,Charged Off,debt_consolidation,685,0,2
42464855,22400,12.29,5,1,115000,15-Mar,Fully Paid,debt_consolidation,690,1,2
71347746,19800,21.18,3,2,45000,16-Mar,Fully Paid,debt_consolidation,745,1,2
50283213,17000,16.99,4,2,62500,15-May,Fully Paid,debt_consolidation,690,1,2
119380606,7000,10.42,6,2,40000,17-Sep,Charged Off,credit_card,680,0,
73324293,12000,9.75,6,1,74200,16-Mar,Charged Off,debt_consolidation,715,0,2
65313281,10000,9.99,6,3,26254.68,15-Nov,Fully Paid,debt_consolidation,705,1,4
104145572,35000,18.99,4,2,75000,17-Apr,Fully Paid,debt_consolidation,695,1,2
81170129,1275,19.99,4,2,480000,16-May,Fully Paid,credit_card,680,1,2
108104587,10000,20,4,2,80000,17-May,Fully Paid,other,665,1,2
116805891,6500,5.32,7,1,120000,17-Aug,Fully Paid,debt_consolidation,730,1,3
55250414,7200,12.29,5,1,48000,15-Jul,Fully Paid,home_improvement,665,1,3
114168838,12000,16.02,5,1,50000,17-Aug,Fully Paid,debt_consolidation,695,1,3
40471620,8400,12.39,5,2,40000,15-Feb,Fully Paid,debt_consolidation,685,1,1
129560353,19850,20.39,4,3,41000,18-Mar,Fully Paid,credit_card,690,1,2
107290861,5975,12.74,5,1,47000,17-May,Fully Paid,debt_consolidation,675,1,2
71847233,18000,12.99,5,2,55000,16-Feb,Fully Paid,other,675,1,1
60963826,11500,13.99,5,1,72000,15-Oct,Fully Paid,debt_consolidation,720,1,4
111591342,7000,15.05,5,1,47700,17-Jun,Fully Paid,debt_consolidation,710,1,3
44096923,18000,9.17,6,1,75000,15-Apr,Fully Paid,credit_card,675,1,2
82060467,8000,12.79,5,2,29500,16-Jun,Fully Paid,debt_consolidation,715,1,3
65663345,3075,19.99,3,1,85000,15-Nov,Fully Paid,debt_consolidation,665,1,4
56010965,5600,9.17,6,2,71000,15-Aug,Fully Paid,debt_consolidation,680,1,3
60517522,20000,8.18,6,2,55000,15-Sep,Fully Paid,debt_consolidation,700,1,
119333089,10000,7.97,7,2,65000,17-Sep,Fully Paid,debt_consolidation,765,1,
81365386,2000,7.39,7,1,43000,16-Jun,Charged Off,other,735,0,3
66405092,1500,10.64,6,2,32000,15-Dec,Fully Paid,home_improvement,725,1,1
115357810,15000,9.44,6,1,80000,17-Aug,Fully Paid,debt_consolidation,770,1,3
60814366,20000,15.61,4,2,60000,15-Oct,Charged Off,small_business,715,0,4
75578278,25000,6.97,7,1,200000,16-Apr,Fully Paid,credit_card,755,1,2
66120847,15000,17.57,4,3,54000,15-Nov,Charged Off,debt_consolidation,690,0,4
75378162,7300,5.32,7,2,72855,16-Mar,Charged Off,debt_consolidation,770,0,2
55932050,17200,7.89,7,1,102000,15-Jul,Fully Paid,credit_card,680,1,3
66491144,5000,8.38,6,1,58320,15-Dec,Fully Paid,home_improvement,660,1,1
59471279,8000,12.69,5,2,70000,15-Sep,Fully Paid,credit_card,665,1,
40177130,5400,6.99,7,2,19000,15-Jan,Fully Paid,debt_consolidation,735,1,1
112579461,9000,9.44,6,2,50000,17-Jul,Fully Paid,credit_card,715,1,3
56082389,23950,22.99,2,2,70468,15-Jul,Charged Off,other,705,0,3
109741868,2000,9.44,6,1,61000,17-May,Fully Paid,debt_consolidation,780,1,2
65078403,15000,6.24,7,1,45000,15-Nov,Fully Paid,credit_card,710,1,4
48697480,18150,16.55,4,1,72000,15-Jun,Fully Paid,debt_consolidation,715,1,3
38515107,25000,21.99,3,1,72000,15-Jan,Fully Paid,home_improvement,665,1,1
76234500,6000,7.89,7,2,45000,16-Apr,Fully Paid,debt_consolidation,720,1,2
55160856,22675,23.99,2,1,45355,15-Jul,Fully Paid,debt_consolidation,670,1,3
63390379,9000,8.18,6,1,75000,15-Oct,Fully Paid,debt_consolidation,660,1,4
60823918,6000,12.69,5,1,56000,15-Oct,Fully Paid,credit_card,690,1,4
63024570,16000,13.33,5,1,115000,15-Oct,Fully Paid,home_improvement,660,1,4
126827605,17000,9.93,6,1,57000,18-Jan,Fully Paid,debt_consolidation,735,1,1
73855303,10000,19.53,4,2,65000,16-Mar,Fully Paid,debt_consolidation,695,1,2
118653870,12600,5.32,7,2,218000,17-Sep,Fully Paid,debt_consolidation,750,1,
63899931,35000,13.67,5,3,152724,15-Nov,Fully Paid,debt_consolidation,675,1,4
76393075,9000,18.99,4,2,110000,16-May,Fully Paid,home_improvement,665,1,2
43936145,10000,12.69,5,2,58000,15-Apr,Charged Off,debt_consolidation,660,0,2
49207340,12000,12.29,5,1,64500,15-May,Fully Paid,debt_consolidation,660,1,2
49096169,4550,19.99,3,2,72000,15-Jun,Charged Off,debt_consolidation,670,0,3
63436702,12000,7.89,7,1,48000,15-Oct,Fully Paid,home_improvement,705,1,4
117204382,6600,9.93,6,2,71000,17-Aug,Charged Off,other,695,0,3
68564436,16000,9.17,6,1,55000,15-Dec,Fully Paid,debt_consolidation,710,1,1
53795206,15000,8.18,6,1,101000,15-Jul,Charged Off,home_improvement,670,0,3
65403537,6000,9.17,6,1,52000,15-Nov,Fully Paid,debt_consolidation,670,1,4
49984509,35000,18.55,3,2,110000,15-Jun,Charged Off,debt_consolidation,700,0,3
41268283,19000,12.69,5,2,50000,15-Mar,Fully Paid,debt_consolidation,680,1,2
84090229,10000,24.49,3,2,62000,16-Jun,Charged Off,credit_card,680,0,3
41580343,12000,14.65,5,2,110200,15-Mar,Fully Paid,debt_consolidation,670,1,2
38599966,27000,19.24,3,2,65000,15-Jan,Charged Off,credit_card,665,0,1
48614671,18000,6.39,7,2,57000,15-May,Fully Paid,credit_card,755,1,2
78458434,5000,11.99,5,3,80000,16-Apr,Charged Off,debt_consolidation,665,0,2
61438343,5000,16.55,4,2,185000,15-Oct,Charged Off,moving,685,0,4
55069154,16000,12.29,5,1,87000,15-Jul,Fully Paid,credit_card,750,1,3
65782901,6000,11.49,6,1,50000,15-Nov,Fully Paid,home_improvement,700,1,4
57684831,20875,19.99,3,2,58000,15-Aug,Fully Paid,medical,695,1,3
73795396,24575,26.57,2,3,99673,16-Mar,Charged Off,debt_consolidation,665,0,2
40440836,10000,13.66,5,3,81000,15-Feb,Fully Paid,debt_consolidation,670,1,1
40442271,30000,9.17,6,3,360000,15-Feb,Charged Off,home_improvement,720,0,1
75921692,20000,5.32,7,1,85000,16-Mar,Fully Paid,other,795,1,2
115715352,8000,10.91,6,1,55000,17-Aug,Fully Paid,credit_card,700,1,3
66085874,17000,8.38,6,1,48000,15-Dec,Charged Off,credit_card,705,0,1
77231512,18000,18.99,4,1,138000,16-Apr,Fully Paid,credit_card,680,1,2
38428661,4575,16.49,4,2,33000,15-Jan,Fully Paid,debt_consolidation,665,1,1
110865190,10000,14.08,5,1,70000,17-Jun,Fully Paid,debt_consolidation,660,1,3
41276463,20000,12.29,5,1,66000,15-Mar,Fully Paid,debt_consolidation,695,1,2
44056042,12200,9.99,6,2,97000,15-Apr,Fully Paid,debt_consolidation,685,1,2
72604776,5000,6.49,7,1,100717,16-Apr,Fully Paid,other,725,1,2
65077389,31375,20.99,3,1,150000,15-Nov,Fully Paid,debt_consolidation,680,1,4
75039784,10000,5.32,7,2,107000,16-Mar,Fully Paid,credit_card,710,1,2
65735339,8000,10.99,6,2,43680,15-Nov,Fully Paid,credit_card,670,1,4
54788489,8000,15.61,4,3,44000,15-Jul,Charged Off,debt_consolidation,670,0,3
51829096,6000,7.89,7,3,40000,15-Jun,Fully Paid,debt_consolidation,665,1,3
64978815,23000,17.57,4,2,55000,15-Nov,Charged Off,debt_consolidation,690,0,4
778796,19000,5.32,7,1,95000,16-Mar,Fully Paid,debt_consolidation,810,1,2
130394766,16000,16.01,5,2,66000,18-Mar,Charged Off,home_improvement,660,0,2
74564705,15000,9.75,6,1,78000,16-Mar,Fully Paid,credit_card,675,1,2
60385119,16000,16.99,4,2,95000,15-Sep,Charged Off,debt_consolidation,700,0,
109326385,9300,9.93,6,1,50000,17-May,Fully Paid,debt_consolidation,690,1,2
56270394,8000,11.53,6,1,35380,15-Aug,Fully Paid,credit_card,700,1,3
39877945,15000,15.59,4,2,43527,15-Jan,Fully Paid,debt_consolidation,685,1,1
54413463,11900,14.65,5,3,87000,15-Jul,Fully Paid,debt_consolidation,660,1,3
119395669,4000,17.09,4,3,32000,17-Sep,Charged Off,other,715,0,
45415002,24000,14.65,5,1,60000,15-Apr,Fully Paid,debt_consolidation,680,1,2
43335629,25000,7.89,7,2,63000,15-Mar,Fully Paid,debt_consolidation,690,1,2
56019825,21600,21.99,2,3,60000,15-Aug,Charged Off,debt_consolidation,720,0,3
63346204,4725,16.99,4,2,65000,15-Oct,Fully Paid,debt_consolidation,695,1,4
46794632,26925,13.33,5,2,75000,15-Apr,Fully Paid,debt_consolidation,725,1,2
63868052,2400,11.49,6,2,29900,15-Nov,Fully Paid,other,730,1,4
59211392,22075,9.99,6,2,48000,15-Sep,Fully Paid,debt_consolidation,735,1,
115400918,6000,9.93,6,1,85000,17-Aug,Fully Paid,home_improvement,665,1,3
57753701,25000,9.99,6,1,65099,15-Aug,Charged Off,debt_consolidation,760,0,3
46497602,15000,14.65,5,3,31464,15-Apr,Charged Off,credit_card,670,0,2
65766860,5000,11.49,6,2,50000,15-Dec,Fully Paid,credit_card,685,1,1
63458641,5000,11.53,6,1,59200,15-Oct,Fully Paid,credit_card,695,1,4
117580303,12000,10.42,6,1,75000,17-Aug,Fully Paid,debt_consolidation,730,1,3
61478369,24000,13.33,5,1,77000,15-Oct,Fully Paid,debt_consolidation,690,1,4
120001358,6025,12.62,5,3,30000,17-Sep,Charged Off,debt_consolidation,665,0,
77437248,6650,9.75,6,2,78000,16-Apr,Fully Paid,credit_card,665,1,2
45505001,17750,17.57,4,2,71500,15-Apr,Fully Paid,debt_consolidation,660,1,2
46387621,24650,21.67,3,1,57500,15-Apr,Charged Off,debt_consolidation,695,0,2
65652560,10775,17.57,4,1,88000,15-Nov,Fully Paid,home_improvement,660,1,4
57951089,10000,9.17,6,3,40000,15-Aug,Fully Paid,home_improvement,685,1,3
75240384,8000,11.47,6,2,42000,16-Mar,Fully Paid,debt_consolidation,705,1,2
65934538,15000,13.18,5,2,45000,15-Dec,Charged Off,debt_consolidation,670,0,1
40531301,28000,11.99,6,2,125000,15-Feb,Charged Off,credit_card,660,0,1
53061516,4000,7.89,7,1,80000,15-Jun,Fully Paid,debt_consolidation,750,1,3
72713992,15000,10.75,6,3,200000,16-Feb,Fully Paid,debt_consolidation,680,1,1
75210603,40000,7.39,7,2,150000,16-Mar,Fully Paid,debt_consolidation,760,1,2
50213485,12000,18.25,3,1,45000,15-May,Fully Paid,debt_consolidation,675,1,2
63580347,34225,13.18,5,1,120000,15-Nov,Fully Paid,credit_card,700,1,4
77148536,4000,13.67,5,2,24000,16-Apr,Fully Paid,debt_consolidation,685,1,2
55351647,8100,13.33,5,1,98000,15-Jul,Fully Paid,major_purchase,665,1,3
117577463,40000,16.02,5,2,110000,17-Sep,Charged Off,credit_card,745,0,
111492062,6000,12.62,5,3,77000,17-Jun,Charged Off,other,705,0,3
83649762,20000,15.59,5,2,140000,16-Jun,Fully Paid,debt_consolidation,665,1,3
76895131,30000,9.16,6,1,97760,16-Apr,Fully Paid,major_purchase,755,1,2
79681894,16000,13.67,5,2,96000,16-May,Charged Off,debt_consolidation,695,0,2
107358820,7200,13.49,5,2,36000,17-May,Fully Paid,debt_consolidation,765,1,2
76372213,20000,5.32,7,2,194000,16-Apr,Fully Paid,debt_consolidation,720,1,2
61018445,16000,9.17,6,1,72000,15-Oct,Fully Paid,debt_consolidation,695,1,4
46776516,7500,13.99,5,2,56000,15-Apr,Charged Off,debt_consolidation,685,0,2
137422817,7000,16.91,5,2,51500,18-Jul,Fully Paid,debt_consolidation,730,1,3
50415381,16800,11.53,6,1,60000,15-May,Fully Paid,debt_consolidation,715,1,2
118225448,17000,16.02,5,2,61000,17-Sep,Fully Paid,debt_consolidation,675,1,
55908944,18000,11.53,6,2,73174,15-Jul,Fully Paid,debt_consolidation,685,1,3
78661087,14150,29.67,1,1,70000,16-Jun,Charged Off,small_business,665,0,3
113828918,21000,9.44,6,1,80000,17-Aug,Fully Paid,home_improvement,760,1,3
46742152,10725,17.57,4,3,60000,15-Apr,Fully Paid,debt_consolidation,665,1,2
78051485,12000,12.99,5,1,63500,16-Jun,Fully Paid,credit_card,695,1,3
60356530,10000,10.99,6,3,44000,15-Sep,Fully Paid,credit_card,700,1,
39240205,15325,19.99,3,2,60000,15-Jan,Fully Paid,house,670,1,1
54248630,35000,13.33,5,1,145000,15-Jul,Fully Paid,debt_consolidation,680,1,3
36241316,6225,16.49,4,2,27000,15-Jan,Fully Paid,debt_consolidation,680,1,1
67276467,14000,13.67,5,2,28000,15-Dec,Fully Paid,debt_consolidation,670,1,1
72786846,22000,11.99,5,1,56000,16-Mar,Fully Paid,credit_card,745,1,2
38538753,26400,12.39,5,2,72000,15-Jan,Fully Paid,debt_consolidation,705,1,1
75358754,10000,11.47,6,3,30000,16-Mar,Charged Off,home_improvement,710,0,2
48020475,10000,8.18,6,1,165000,15-May,Fully Paid,credit_card,700,1,2
48656127,30000,13.33,5,1,120000,15-May,Charged Off,debt_consolidation,665,0,2
57084588,4500,7.26,7,1,58898,15-Jul,Fully Paid,debt_consolidation,705,1,3
