id,loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,fico_range_low
109965904,25000, 60 months,13.59,C,C2,Superintendent ,5 years,RENT,110000,17-Jun,Current,debt_consolidation,FL,695
50467991,18900, 60 months,14.65,C,C5,Behavior Interventionist,5 years,RENT,45000,15-Jun,Late (31-120 days),debt_consolidation,MI,665
119983784,5000, 36 months,16.02,C,C5,Maintenance Supervisor,3 years,MORTGAGE,65000,17-Sep,Current,debt_consolidation,MI,670
46144221,10000, 60 months,7.89,A,A5,Senior Technical engineer,2 years,MORTGAGE,100000,15-Apr,Current,debt_consolidation,PA,730
44143132,3500, 36 months,11.53,B,B5,Teacher,2 years,RENT,36960,15-Apr,Fully Paid,credit_card,NC,700
139877188,15000, 60 months,19.92,D,D3,General Manger,2 years,RENT,57500,18-Sep,Current,debt_consolidation,NV,685
115046194,6000, 36 months,7.97,A,A5,Manager ,10+ years,MORTGAGE,45000,17-Aug,Fully Paid,credit_card,AR,720
43829582,15000, 36 months,9.99,B,B3,Senior Behavior Analyst,5 years,MORTGAGE,65000,15-Mar,Fully Paid,debt_consolidation,UT,710
65864322,16000, 36 months,13.67,C,C4,senior driver,10+ years,MORTGAGE,71000,15-Dec,Fully Paid,debt_consolidation,NV,660
75810466,2500, 36 months,13.67,C,C3,Shipping & receiving ,4 years,RENT,33000,16-Mar,Charged Off,debt_consolidation,FL,670
108772673,6000, 36 months,7.97,A,A5,Assistant property manager ,1 year,RENT,35000,17-May,Current,credit_card,NC,720
114947811,10000, 36 months,30.99,G,G5,Document Specialist,< 1 year,RENT,31200,17-Aug,Fully Paid,home_improvement,VA,660
140431043,15000, 36 months,11.55,B,B4,Office manager ,10+ years,MORTGAGE,43000,18-Sep,Current,other,MD,725
113226536,6650, 36 months,21.45,D,D5,Environment Services ,2 years,RENT,30000,17-Jul,Charged Off,other,NJ,770
59413048,5000, 36 months,6.89,A,A3,Territory Manager,10+ years,RENT,85000,15-Sep,Fully Paid,major_purchase,NV,680
44148552,16000, 36 months,7.89,A,A5,Tax Consultant,2 years,OWN,180000,15-Apr,Fully Paid,credit_card,CA,710
140248679,8000, 36 months,13.56,C,C1,Engineering Change Coordinator,5 years,MORTGAGE,58000,18-Sep,Current,other,MI,660
110715049,8400, 36 months,15.05,C,C4,Branch Manager,10+ years,MORTGAGE,150000,17-Jun,Fully Paid,debt_consolidation,MI,665
41338410,13000, 60 months,11.53,B,B5,Wellness coordinator,5 years,MORTGAGE,72000,15-Feb,Fully Paid,debt_consolidation,AZ,680
118217233,28000, 60 months,15.05,C,C4,Waste water superintendent ,10+ years,MORTGAGE,50000,17-Sep,Current,debt_consolidation,KY,710
73067150,8000, 36 months,18.25,D,D3,REALTOR,10+ years,MORTGAGE,75766,16-Feb,Fully Paid,debt_consolidation,TX,700
62042365,20000, 60 months,18.55,E,E2,Client Delivery Specialist,10+ years,MORTGAGE,63000,15-Oct,Fully Paid,debt_consolidation,IL,670
65272900,10000, 36 months,13.18,C,C3,Lead installation tech,2 years,OWN,60000,15-Nov,Fully Paid,home_improvement,TX,670
61512451,6000, 36 months,7.89,A,A5,"Communications, Donor & Family Partner C",1 year,RENT,40000,15-Oct,Fully Paid,moving,NJ,795
62286654,5600, 36 months,6.89,A,A3,dept mrg,10+ years,MORTGAGE,39000,15-Oct,Fully Paid,other,AL,755
51066126,23100, 60 months,21.99,F,F1,Board Secretary,10+ years,MORTGAGE,68000,15-Jun,Current,other,NJ,675
115209084,8000, 36 months,18.06,D,D2,OTR Truck Driver,1 year,OWN,45000,17-Aug,Current,debt_consolidation,CO,660
78139476,10000, 60 months,13.67,C,C3,Donor Specialist,7 years,OWN,43000,16-May,Fully Paid,major_purchase,MI,685
140252625,14000, 36 months,14.47,C,C2,HR Admin,5 years,MORTGAGE,68000,18-Sep,Current,credit_card,TX,665
39762023,7200, 36 months,15.99,D,D2,direct care worker,7 years,MORTGAGE,40000,15-Feb,Fully Paid,other,PA,685
136011860,3000, 36 months,14.03,C,C2,DRIVER,10+ years,MORTGAGE,42000,18-Jul,Current,house,WI,690
51406770,20000, 36 months,8.18,B,B1,Material Planner,10+ years,OWN,90000,15-Jun,Fully Paid,debt_consolidation,LA,690
39249307,2200, 36 months,8.19,A,A5,Team Leader - Edward Jones Sales Team,10+ years,MORTGAGE,110000,15-Jan,Fully Paid,debt_consolidation,CA,705
105447298,3600, 36 months,15.99,C,C5,Rail Engineer,3 years,RENT,78500,17-Apr,Current,major_purchase,OR,660
109414690,4500, 36 months,7.35,A,A4,Materials Supervisor,1 year,MORTGAGE,68000,17-May,Current,credit_card,MN,695
65684257,14400, 60 months,16.99,D,D3,Aircraft Mechanic ,10+ years,MORTGAGE,110000,15-Nov,Fully Paid,debt_consolidation,KS,675
129269636,18000, 60 months,24.84,E,E3,Senior Associate,3 years,RENT,90000,18-Feb,Current,debt_consolidation,PA,700
136747406,24425, 36 months,22.35,D,D5,Executive Director,1 year,RENT,117000,18-Jul,Current,debt_consolidation,GA,660
114139763,5000, 36 months,11.99,B,B5,Bookkeeper,7 years,MORTGAGE,49400,17-Aug,Current,debt_consolidation,IL,695
59280047,13000, 36 months,12.69,C,C2,Marketing Manager,10+ years,MORTGAGE,110000,15-Aug,Fully Paid,debt_consolidation,SC,705
115387819,25000, 36 months,7.21,A,A3,Senior Program Manager,7 years,MORTGAGE,144344,17-Aug,Fully Paid,debt_consolidation,MA,725
79611453,40000, 60 months,9.75,B,B3,Physician Assistant,5 years,RENT,97200,16-May,Fully Paid,debt_consolidation,TX,740
41429886,35000, 36 months,9.99,B,B3,Director Operations,< 1 year,MORTGAGE,125000,15-Mar,Fully Paid,debt_consolidation,CA,675
129157060,18800, 60 months,9.92,B,B2,Installation Manager,7 years,RENT,78000,18-Mar,Current,debt_consolidation,TX,725
75729105,34000, 60 months,18.99,D,D4,Analyst,3 years,MORTGAGE,112000,16-Apr,Current,debt_consolidation,VA,665
115371864,13600, 60 months,15.05,C,C4,Buyer,10+ years,MORTGAGE,155000,17-Aug,Fully Paid,credit_card,TX,780
62335473,18000, 60 months,8.18,B,B1,Foreman,4 years,MORTGAGE,60000,15-Oct,Current,debt_consolidation,PA,710
134710024,5000, 36 months,7.46,A,A4,"AVP, Regional Underwriting Manager",5 years,MORTGAGE,126000,18-Jul,Fully Paid,home_improvement,CO,715
139561318,15000, 36 months,14.47,C,C2,Administrator,5 years,RENT,85000,18-Sep,Current,debt_consolidation,CT,665
138804750,10000, 36 months,7.84,A,A4,Test Technician,< 1 year,RENT,50000,18-Aug,Current,debt_consolidation,NH,675
75061324,13600, 60 months,18.99,D,D4,Patient Access,7 years,MORTGAGE,34000,16-Mar,Current,debt_consolidation,VA,685
110171856,12000, 36 months,16.02,C,C5,Admin Asst,10+ years,RENT,54500,17-Jun,Charged Off,debt_consolidation,IL,670
77228637,7900, 36 months,11.99,C,C1,office clerk,10+ years,RENT,22000,16-Apr,Current,debt_consolidation,OH,715
127697145,5500, 36 months,16.02,C,C5,Paramedic,10+ years,MORTGAGE,115000,18-Jan,Current,credit_card,MI,675
104931410,35000, 36 months,7.24,A,A3,Principal ,1 year,MORTGAGE,135000,17-Apr,Current,home_improvement,CA,700
47330161,14000, 60 months,12.69,C,C2,Sr Director of Operatons,10+ years,MORTGAGE,130000,15-May,Current,major_purchase,MN,690
114150102,8000, 36 months,13.59,C,C2,Engineer,10+ years,MORTGAGE,95000,17-Jul,Current,debt_consolidation,MA,670
38597234,10000, 60 months,23.99,F,F2,claim clerk,10+ years,RENT,38000,15-Jan,Current,debt_consolidation,CO,660
104274107,8000, 36 months,7.24,A,A3,Welder,10+ years,MORTGAGE,85000,17-Apr,Fully Paid,other,TX,805
111729809,16000, 36 months,19.03,D,D3,Manager,10+ years,MORTGAGE,123830,17-Jun,Charged Off,debt_consolidation,NJ,675
119221622,20000, 60 months,11.99,B,B5,IT Director,5 years,OWN,82000,17-Sep,Current,debt_consolidation,OH,740
46274826,11375, 60 months,19.52,E,E3,Senior Litigation Paralegal,< 1 year,RENT,83500,15-Apr,Charged Off,house,NY,660
53664448,12000, 36 months,8.18,B,B1,financial advisor ,7 years,RENT,110000,15-Jul,Fully Paid,debt_consolidation,CA,690
108865680,18000, 60 months,16.02,C,C5,limo driver,10+ years,RENT,44000,17-May,Current,debt_consolidation,NY,690
78770073,6000, 36 months,9.16,B,B2,CDL-B Driver,10+ years,MORTGAGE,50000,16-May,Current,debt_consolidation,NH,670
129593544,28000, 60 months,11.98,B,B5,Medical Sales,7 years,MORTGAGE,55000,18-Mar,Current,credit_card,AL,685
130166749,16000, 60 months,30.75,F,F5,APC,10+ years,RENT,39000,18-Mar,Late (31-120 days),debt_consolidation,CO,675
118025279,13000, 36 months,7.07,A,A2,Production manager,< 1 year,RENT,85000,17-Sep,Current,debt_consolidation,CA,725
58533155,35000, 36 months,11.53,B,B5,Attorney,10+ years,MORTGAGE,200000,15-Aug,Fully Paid,debt_consolidation,GA,675
59581999,35000, 60 months,12.29,C,C1,Superintendent,< 1 year,MORTGAGE,120000,15-Sep,Fully Paid,debt_consolidation,MT,760
81568825,19925, 60 months,8.39,B,B1,Credit Analyst,1 year,MORTGAGE,48942,16-Jun,Current,debt_consolidation,VA,710
104056142,5000, 36 months,7.24,A,A3,CDL Driver,2 years,MORTGAGE,65000,17-Apr,Current,debt_consolidation,OR,705
58301071,30000, 60 months,17.57,D,D4,Business Director,3 years,MORTGAGE,75000,15-Aug,Current,credit_card,FL,685
65717497,11000, 36 months,6.89,A,A3,Teacher,5 years,MORTGAGE,50000,15-Nov,Fully Paid,credit_card,NC,730
38418702,11950, 36 months,19.99,E,E3,Quality assurance lead,8 years,RENT,40000,15-Jan,Fully Paid,debt_consolidation,NH,685
42503638,14000, 36 months,9.99,B,B3,software developer,1 year,RENT,110000,15-Mar,Fully Paid,credit_card,RI,680
117200031,25000, 36 months,10.91,B,B4,SENIOR SALES AGENT,10+ years,MORTGAGE,300000,17-Aug,Fully Paid,credit_card,MO,725
55555162,25000, 60 months,10.99,B,B4,journalist/editor,5 years,MORTGAGE,73200,15-Aug,Fully Paid,debt_consolidation,UT,680
62225492,30000, 36 months,13.33,C,C3,Sales Manager,10+ years,RENT,90000,15-Oct,Fully Paid,credit_card,OR,665
112920024,39600, 60 months,15.05,C,C4,Driver,10+ years,MORTGAGE,85000,17-Jul,Current,debt_consolidation,KY,685
61419136,7000, 36 months,7.89,A,A5,Mid Market Account Executive,1 year,RENT,55000,15-Oct,Fully Paid,credit_card,CA,665
48374861,17000, 36 months,6.39,A,A2,Director,10+ years,MORTGAGE,237500,15-May,Fully Paid,debt_consolidation,MA,720
107678649,11200, 60 months,11.49,B,B5,Letter carrier ,10+ years,MORTGAGE,68000,17-May,Fully Paid,debt_consolidation,OH,710
67969239,12000, 36 months,7.89,A,A5,Software Engineer,4 years,MORTGAGE,84000,15-Dec,Fully Paid,credit_card,AL,725
137040215,8000, 36 months,15.02,C,C3,Nursing administration Specialist,< 1 year,OWN,49000,18-Jul,Current,debt_consolidation,CA,690
40390611,27500, 60 months,11.44,B,B4,Vice President,2 years,MORTGAGE,130000,15-Feb,Fully Paid,debt_consolidation,TX,745
49924016,10000, 60 months,12.69,C,C2,Registered nurse,10+ years,MORTGAGE,81000,15-Jun,Current,debt_consolidation,FL,695
55281410,11750, 36 months,17.57,D,D4,Driver,2 years,RENT,35000,15-Jul,Charged Off,debt_consolidation,FL,680
73776063,30000, 36 months,14.46,C,C4,Senior Compliance Engineer,9 years,MORTGAGE,90000,16-Mar,Charged Off,debt_consolidation,PA,690
77377514,20000, 36 months,5.32,A,A1,Senior auditor ,5 years,OWN,91000,16-Apr,Fully Paid,credit_card,NY,695
55199550,6000, 36 months,11.53,B,B5,security supervisor,5 years,MORTGAGE,30000,15-Jul,Fully Paid,debt_consolidation,GA,670
40372826,18000, 36 months,15.99,D,D2,Executive Chef,3 years,RENT,36000,15-Feb,Charged Off,debt_consolidation,NC,725
62237590,15000, 36 months,6.89,A,A3,pilot,10+ years,MORTGAGE,260000,15-Oct,Fully Paid,home_improvement,FL,690
108184827,16800, 60 months,15.05,C,C4,Student Services Rep III,3 years,MORTGAGE,50000,17-May,Current,credit_card,MI,705
138140314,25000, 60 months,22.35,D,D5,Human service Technician ,10+ years,RENT,60000,18-Aug,Current,other,NJ,710
112746715,20000, 36 months,9.44,B,B1,Chef,4 years,RENT,50000,17-Jul,Charged Off,credit_card,CA,735
136197732,12000, 36 months,15.02,C,C3,Tax Clerk,2 years,RENT,45000,18-Aug,Current,credit_card,NJ,680
66055779,10000, 36 months,7.89,A,A5,Accountant ,10+ years,MORTGAGE,72000,15-Dec,Fully Paid,credit_card,NJ,690
129512766,10000, 36 months,9.92,B,B2,Regional Senior Manager Sales Consultant,10+ years,MORTGAGE,167000,18-Mar,Fully Paid,debt_consolidation,FL,665
138295170,3500, 36 months,12.73,B,B5,Driver,4 years,RENT,42000,18-Aug,Current,debt_consolidation,GA,685
38584352,9600, 36 months,6.03,A,A1,Sr. Strategist,< 1 year,RENT,125000,15-Jan,Fully Paid,credit_card,CA,775
46346259,16075, 60 months,17.86,D,D5,Shipping supervisor,6 years,RENT,35000,15-Apr,Charged Off,debt_consolidation,CA,710
137822012,8000, 36 months,11.06,B,B3,Repair technician,3 years,RENT,32000,18-Aug,Current,credit_card,MD,665
127642539,15600, 36 months,10.91,B,B4,CATERING SUPERVISOR,10+ years,RENT,66633,18-Jan,Fully Paid,debt_consolidation,MA,680
104161544,30625, 60 months,16.99,D,D1,Registered nurse,10+ years,MORTGAGE,90000,17-Apr,Charged Off,debt_consolidation,RI,690
113835195,10000, 36 months,13.59,C,C2,Media Planner,2 years,OWN,50000,17-Jul,Current,credit_card,CA,670
60815137,16000, 60 months,13.99,C,C4,Instructor,2 years,RENT,40000,15-Oct,Charged Off,debt_consolidation,FL,700
136121710,35000, 36 months,6.67,A,A2,Administrator,3 years,OWN,90000,18-Jul,Current,credit_card,CA,695
51987017,5575, 36 months,19.99,E,E4,administrative assistant,10+ years,OWN,28000,15-Jun,Fully Paid,debt_consolidation,IL,660
57538489,6000, 36 months,10.99,B,B4,Civilian police Officer,10+ years,MORTGAGE,56000,15-Aug,Fully Paid,debt_consolidation,GA,660
55191287,28200, 60 months,7.89,A,A5,Commercial Sales,10+ years,MORTGAGE,66000,15-Jul,Fully Paid,credit_card,IL,770
57764032,3500, 36 months,16.55,D,D2,builder,3 years,RENT,40000,15-Aug,Fully Paid,debt_consolidation,WV,710
112725534,3000, 36 months,7.35,A,A4,Distribution Supervisor,4 years,OWN,74500,17-Jul,Current,debt_consolidation,WI,725
77506308,10500, 36 months,19.99,E,E1,Riding academy manager,5 years,RENT,30000,16-Apr,Fully Paid,debt_consolidation,MD,705
63467349,24000, 36 months,9.17,B,B2,CEO,6 years,RENT,100000,15-Oct,Fully Paid,debt_consolidation,CA,675
117398891,17000, 60 months,15.05,C,C4,Senior Compliance Analust,1 year,MORTGAGE,82000,17-Sep,Charged Off,debt_consolidation,MO,690
117237557,12000, 36 months,7.97,A,A5,SR CLAIMS PROCESSOR,10+ years,MORTGAGE,60000,17-Sep,Fully Paid,debt_consolidation,NJ,735
66492184,12000, 60 months,10.64,B,B4,Attorney,10+ years,MORTGAGE,160000,15-Dec,Fully Paid,debt_consolidation,CA,695
129293576,30000, 36 months,7.34,A,A4,Senior Business Systems Analyst,2 years,MORTGAGE,150000,18-Feb,Current,debt_consolidation,CA,730
74551555,10000, 60 months,8.39,B,B1,Force Protecttion,2 years,MORTGAGE,61000,16-Mar,Fully Paid,other,TX,770
78921984,3600, 36 months,11.47,B,B5,Team Leader,2 years,RENT,21000,16-May,Current,major_purchase,NY,665
139763618,19550, 60 months,22.35,D,D5,Engineering supervisor ,10+ years,MORTGAGE,65000,18-Sep,Current,other,NC,725
112030421,8000, 36 months,11.99,B,B5,front desk,2 years,RENT,40000,17-Jul,Current,debt_consolidation,CA,715
118993972,4800, 36 months,7.07,A,A2,Accountant ,< 1 year,RENT,80000,17-Sep,Current,debt_consolidation,TX,740
40472847,1400, 36 months,10.49,B,B3,"VP, Claims",2 years,MORTGAGE,90000,15-Feb,Fully Paid,debt_consolidation,VA,670
55979783,6000, 36 months,14.65,C,C5,Dispatch ,10+ years,RENT,65000,15-Aug,Fully Paid,vacation,HI,660
81367292,25075, 36 months,24.99,E,E5,Loan officer,1 year,RENT,300000,16-Jun,Fully Paid,other,WA,660
76688118,16000, 36 months,7.39,A,A4,Sales Engineer,5 years,MORTGAGE,75000,16-Apr,Current,credit_card,TX,700
111514664,22400, 60 months,12.62,C,C1,Production Scheduler,< 1 year,MORTGAGE,77000,17-Jun,Current,debt_consolidation,PA,710
127020165,20000, 36 months,10.91,B,B4,Insights Manager,< 1 year,RENT,150000,18-Jan,Fully Paid,debt_consolidation,CA,715
80530416,28500, 60 months,29.67,G,G3,Technician ,10+ years,MORTGAGE,57000,16-Jun,Charged Off,debt_consolidation,GA,660
138417585,25000, 60 months,14.47,C,C2,Chief compliance officer ,4 years,RENT,178000,18-Aug,Current,credit_card,CA,705
77250784,6500, 36 months,8.39,B,B1,Sr. Coder,< 1 year,RENT,56000,16-Apr,Current,debt_consolidation,LA,675
55990552,10000, 36 months,9.99,B,B3,Assistant manager,7 years,RENT,35700,15-Aug,Fully Paid,debt_consolidation,OH,675
40950423,30000, 60 months,17.57,D,D4,Federal air marshal,10+ years,MORTGAGE,107000,15-Feb,Fully Paid,debt_consolidation,TX,665
112146620,6000, 36 months,11.99,B,B5,Yard Guy,10+ years,OWN,49000,17-Jul,Charged Off,major_purchase,FL,660
75092388,22000, 60 months,22.45,E,E5,Accountant,< 1 year,RENT,50000,16-Mar,Fully Paid,major_purchase,CA,735
116923151,3600, 36 months,14.08,C,C3,BDNA SGT,9 years,RENT,65000,17-Aug,Current,other,MD,670
54137708,18000, 60 months,8.18,B,B1,Sales,10+ years,MORTGAGE,60000,15-Jul,Current,debt_consolidation,OH,720
56000869,1750, 36 months,12.29,C,C1,Operations Manager,2 years,RENT,38000,15-Aug,Fully Paid,other,MN,705
59090030,6000, 36 months,9.17,B,B2,Teacher,10+ years,RENT,75000,15-Sep,Fully Paid,credit_card,PA,660
68082540,10000, 36 months,12.88,C,C2,TRAVEL AGENT,9 years,RENT,95000,15-Dec,Charged Off,credit_card,FL,705
60235248,16000, 60 months,13.33,C,C3,Shop foreman/ service manager ,4 years,OWN,55000,15-Sep,Charged Off,debt_consolidation,OH,715
104611326,24000, 60 months,16.99,D,D1,Nurse ,1 year,RENT,50000,17-Apr,Fully Paid,debt_consolidation,FL,705
109758074,12000, 36 months,12.62,C,C1,Nursing Attendant,5 years,RENT,40000,17-May,Current,major_purchase,CA,665
51346487,26400, 60 months,17.86,D,D5,Underwriter,10+ years,MORTGAGE,60000,15-Jun,Charged Off,credit_card,WI,670
61982331,10000, 60 months,13.99,C,C4,Lead Facilities Tech,3 years,RENT,59000,15-Oct,Fully Paid,debt_consolidation,CA,665
76301703,22400, 36 months,11.99,C,C1,Cost Estimator,10+ years,OWN,80000,16-Apr,Fully Paid,debt_consolidation,MI,675
65676334,5000, 36 months,13.18,C,C3,Manager,10+ years,MORTGAGE,65000,15-Nov,Fully Paid,debt_consolidation,MI,660
105883113,5000, 36 months,7.99,A,A5,Surveillance Technical Manager,10+ years,MORTGAGE,50000,17-Apr,Fully Paid,debt_consolidation,MN,725
114236562,20000, 60 months,17.09,D,D1,Technicican,10+ years,MORTGAGE,75000,17-Aug,Charged Off,debt_consolidation,MS,665
36159597,10000, 36 months,11.53,B,B5,Athletic Adminstrative Assistant,10+ years,MORTGAGE,40000,15-Jul,Fully Paid,other,MI,745
65494674,8500, 36 months,10.99,B,B4,Rig Manager,10+ years,MORTGAGE,120000,15-Nov,Fully Paid,debt_consolidation,WY,670
114226980,6000, 36 months,10.91,B,B4,Server/Bar Tender,3 years,RENT,30000,17-Aug,Current,debt_consolidation,FL,685
130470817,26750, 60 months,20.39,D,D4,Assistant Manager,7 years,MORTGAGE,144179,18-Mar,Current,home_improvement,MN,700
57408236,16000, 36 months,6.24,A,A2,Background Investigator,5 years,OWN,63000,15-Aug,Fully Paid,credit_card,CA,690
126799022,4550, 36 months,16.02,C,C5,Event Planner,8 years,MORTGAGE,42000,18-Jan,Current,debt_consolidation,CA,670
116885949,15000, 60 months,14.08,C,C3,Carpenter,10+ years,RENT,40000,17-Aug,Current,debt_consolidation,NH,680
61333490,6000, 36 months,13.33,C,C3,houseperson,10+ years,RENT,37000,15-Oct,Charged Off,credit_card,NV,665
75488072,7200, 36 months,9.75,B,B3,House Keeper,6 years,MORTGAGE,43696,16-Mar,Current,home_improvement,VA,670
45324143,15000, 36 months,12.29,C,C1,Co-Owner,8 years,RENT,63000,15-Apr,Fully Paid,debt_consolidation,TX,700
140968929,10000, 60 months,12.73,B,B5,Academic Advisor,1 year,RENT,50000,18-Sep,Current,debt_consolidation,CA,700
138878508,1000, 36 months,23.4,E,E1,Quality technician,< 1 year,RENT,48000,18-Aug,Fully Paid,other,CT,660
65727403,4600, 36 months,12.05,C,C1,Lift Truck Operator,< 1 year,MORTGAGE,27000,15-Nov,Fully Paid,debt_consolidation,TX,675
67297072,15000, 36 months,10.64,B,B4,Social work,6 years,RENT,85000,15-Dec,Charged Off,house,NJ,665
109728651,3000, 36 months,11.99,B,B5,Accounting manager ,3 years,RENT,55000,17-May,Fully Paid,credit_card,CO,665
65756214,22225, 60 months,14.33,C,C5,Branch manager,1 year,MORTGAGE,80000,15-Nov,Current,debt_consolidation,CA,720
140214484,35000, 36 months,7.84,A,A4,Development and leasing associate ,< 1 year,RENT,55000,18-Sep,Current,credit_card,MN,740
137367858,10000, 36 months,11.55,B,B4,Owner / Barber,10+ years,MORTGAGE,72000,18-Jul,Current,debt_consolidation,NC,660
82020322,12000, 36 months,15.59,C,C5,precident,4 years,RENT,57600,16-Jun,Current,small_business,CA,720
116828916,9000, 36 months,9.93,B,B2,Social worker,3 years,MORTGAGE,90000,17-Aug,Current,debt_consolidation,AZ,665
75850066,18000, 36 months,12.99,C,C2,paralegal,2 years,MORTGAGE,70000,16-Apr,Fully Paid,debt_consolidation,TX,720
39719672,5000, 36 months,11.99,B,B5,Quality Assurance,2 years,RENT,60000,15-Jan,Fully Paid,debt_consolidation,CA,665
136406388,5500, 36 months,11.06,B,B3,Technical Support,6 years,MORTGAGE,80000,18-Jul,Current,debt_consolidation,WI,725
105497738,28000, 36 months,18.99,D,D3,business manager ,2 years,RENT,200000,17-Apr,Fully Paid,other,MA,660
128188546,28225, 60 months,20,D,D4,appliance technician,10+ years,MORTGAGE,45000,18-Feb,Current,debt_consolidation,VA,720
113587298,20000, 60 months,12.62,C,C1,driver,10+ years,OWN,61748.8,17-Aug,Current,debt_consolidation,OH,735
137736078,5500, 36 months,12.73,B,B5,Sr Software Engineer,< 1 year,RENT,150000,18-Jul,Current,debt_consolidation,CA,660
114822753,7450, 36 months,16.02,C,C5,store manager,2 years,OWN,51000,17-Aug,Current,home_improvement,NC,685
130310000,9600, 36 months,11.98,B,B5,Customer Telephone Service ,10+ years,RENT,70000,18-Mar,Current,other,CA,740
128978809,20000, 60 months,28.72,F,F1,Manager,3 years,OWN,90000,18-Feb,Late (31-120 days),debt_consolidation,NC,670
129134350,13125, 36 months,26.77,E,E5,Driver,10+ years,OWN,24000,18-Mar,Current,debt_consolidation,FL,705
77318554,3000, 36 months,6.97,A,A3,SALES,10+ years,MORTGAGE,80000,16-Apr,Fully Paid,medical,WV,735
137185976,30000, 60 months,13.56,C,C1,truck driver,10+ years,MORTGAGE,108000,18-Jul,Current,debt_consolidation,TN,805
112941117,37000, 60 months,9.44,B,B1,Sergeant,10+ years,MORTGAGE,95000,17-Jul,Current,debt_consolidation,CA,720
76073786,5000, 36 months,17.27,D,D2,Nurse Practitioner ,1 year,MORTGAGE,112000,16-Mar,Fully Paid,other,VA,685
138334143,10000, 60 months,12.73,B,B5,Lead Center Chemist,4 years,RENT,100000,18-Aug,Current,other,GA,745
136396747,30000, 36 months,10.08,B,B1,Administration ,10+ years,RENT,60000,18-Jul,Current,debt_consolidation,FL,715
76261652,4800, 36 months,6.49,A,A2,Operations Coordinator ,7 years,RENT,37200,16-May,Fully Paid,credit_card,CA,685
63928904,12000, 36 months,10.99,B,B4,Deliver driver,1 year,OWN,40000,15-Nov,Fully Paid,debt_consolidation,IL,730
51968611,30000, 60 months,17.86,D,D5,Senior Software Developer,4 years,MORTGAGE,96000,15-Jul,Fully Paid,debt_consolidation,TN,705
113177169,25000, 60 months,12.62,C,C1,Loan Officer Asst,2 years,MORTGAGE,55000,17-Jul,Current,home_improvement,AZ,700
46696311,5000, 36 months,10.99,B,B4,Secretary,6 years,RENT,21000,15-Apr,Fully Paid,credit_card,NY,665
74401145,5000, 36 months,17.27,D,D2,Street resurfacing,10+ years,RENT,45000,16-Mar,Fully Paid,other,TX,675
116840815,18000, 36 months,21.45,D,D5,Paid Social Media Manager,1 year,RENT,60000,17-Sep,Current,debt_consolidation,CA,660
129118460,35000, 60 months,10.9,B,B4,Programmer,10+ years,MORTGAGE,50000,18-Feb,Current,other,AR,780
109887116,10000, 36 months,10.91,B,B4,Technical Analyst,1 year,RENT,54000,17-May,Fully Paid,debt_consolidation,NC,660
43390553,14000, 36 months,16.55,D,D2,Director of Health Services Admin,7 years,MORTGAGE,104000,15-Mar,Fully Paid,debt_consolidation,FL,705
65635594,15000, 36 months,9.17,B,B2,Admin assistant,5 years,OWN,60000,15-Nov,Fully Paid,debt_consolidation,WY,740
117847211,9000, 36 months,12.62,C,C1,Licensed Massage Therapist,< 1 year,RENT,42000,17-Aug,Fully Paid,credit_card,SC,685
66423975,16000, 60 months,7.89,A,A5,Director of finance ,1 year,MORTGAGE,87200,15-Dec,Charged Off,credit_card,MS,700
135554066,8500, 36 months,12.13,B,B5,Instructor,< 1 year,MORTGAGE,50000,18-Jul,Fully Paid,credit_card,CA,680
117918983,20000, 60 months,16.02,C,C5,Quality Engineer,< 1 year,MORTGAGE,100000,17-Sep,Charged Off,debt_consolidation,IL,680
46044580,20000, 60 months,12.69,C,C2,Teacher,5 years,RENT,62000,15-Apr,Current,debt_consolidation,NM,765
127158779,21600, 60 months,12.62,C,C1,Therapist,9 years,RENT,55300,18-Jan,Current,debt_consolidation,IL,660
73007453,28000, 60 months,13.67,C,C3,Pipe welder,2 years,RENT,100000,16-Mar,Fully Paid,debt_consolidation,SC,730
81436764,35000, 36 months,11.99,C,C1,Managing Director & CEO,10+ years,MORTGAGE,275000,16-Jun,Fully Paid,debt_consolidation,NJ,660
40412801,35000, 36 months,17.14,D,D4,Project manager,5 years,MORTGAGE,120000,15-Feb,Charged Off,debt_consolidation,GA,660
78128757,5000, 36 months,7.39,A,A4,Grocery,2 years,OWN,38000,16-May,Fully Paid,other,MN,710
80808574,3400, 36 months,17.27,D,D2,IT Field Support,2 years,RENT,50750,16-Jun,Fully Paid,other,CO,685
43226119,12500, 60 months,19.52,E,E3,server,3 years,RENT,35000,15-Apr,Current,major_purchase,FL,710
76966085,10000, 36 months,7.89,A,A5,Operations Manager,10+ years,RENT,54600,16-Apr,Current,credit_card,NJ,715
61519063,10900, 36 months,9.17,B,B2,Teacher,10+ years,RENT,40000,15-Oct,Charged Off,credit_card,TX,670
73674521,7500, 36 months,8.39,B,B1,Practice Leader,4 years,MORTGAGE,253000,16-Mar,Fully Paid,home_improvement,NJ,670
63692378,16000, 36 months,11.49,B,B5,Trainer ,10+ years,MORTGAGE,82000,15-Nov,Charged Off,debt_consolidation,TX,665
109368918,10800, 36 months,7.97,A,A5,Driver,1 year,RENT,60000,17-May,Current,debt_consolidation,MN,795
