,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
357793,42273196,,20300.0,20300.0,20300.0, 36 months,6.68,623.84,A,A3,Chief,10+ years,MORTGAGE,72000.0,Source Verified,Mar-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=42273196,,credit_card,Credit card refinancing,322xx,FL,12.97,0.0,Jun-96,690.0,694.0,0.0,24.0,,7.0,0.0,20586.0,63.9,16.0,f,0.0,0.0,22362.32241,22362.32,20300.0,2062.32,0.0,0.0,0.0,Sep-17,2406.97,,Sep-17,764.0,760.0,0.0,24.0,1.0,Individual,,,,0.0,0.0,225086.0,,,,,,,,,,,,32200.0,,,,2.0,32155.0,5214.0,79.8,0.0,0.0,184.0,224.0,19.0,8.0,3.0,88.0,,8.0,56.0,1.0,3.0,3.0,3.0,3.0,7.0,5.0,6.0,3.0,7.0,0.0,0.0,0.0,1.0,86.7,66.7,0.0,0.0,260466.0,37191.0,25800.0,18457.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1034296,73650049,,29125.0,29125.0,28850.0, 36 months,21.18,1099.98,E,E3,Store Manager ,10+ years,MORTGAGE,65000.0,Verified,Mar-16,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=73650049,,debt_consolidation,,441xx,OH,34.71,1.0,Jun-06,660.0,664.0,0.0,4.0,,12.0,0.0,27405.0,74.7,26.0,f,0.0,0.0,18190.02,18018.27,9202.31,6163.14,0.0,2824.57,508.4226,May-17,1099.98,,Nov-17,559.0,555.0,0.0,,1.0,Individual,,,,0.0,0.0,145388.0,1.0,5.0,1.0,2.0,5.0,31981.0,74.0,0.0,0.0,13257.0,74.0,36700.0,1.0,1.0,0.0,2.0,12116.0,2147.0,92.0,0.0,0.0,111.0,117.0,32.0,5.0,2.0,81.0,4.0,15.0,4.0,0.0,3.0,6.0,3.0,6.0,11.0,6.0,13.0,6.0,12.0,0.0,0.0,0.0,1.0,96.2,66.7,0.0,0.0,173303.0,59386.0,26900.0,43300.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
164293,58271148,,15000.0,15000.0,15000.0, 36 months,14.65,517.42,C,C5,Supply Chain Planner,10+ years,MORTGAGE,120000.0,Not Verified,Aug-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=58271148,,debt_consolidation,Debt consolidation,906xx,CA,36.86,1.0,Oct-95,690.0,694.0,0.0,4.0,,11.0,0.0,8534.0,85.3,29.0,w,0.0,0.0,6368.8,6368.8,3514.39,1676.55,40.87,1136.99,204.6582,Jul-16,546.37,,Jan-19,609.0,605.0,0.0,72.0,1.0,Individual,,,,0.0,0.0,416260.0,,,,,,,,,,,,10000.0,,,,6.0,41626.0,702.0,92.2,0.0,0.0,178.0,238.0,8.0,6.0,2.0,41.0,24.0,7.0,24.0,1.0,2.0,3.0,2.0,12.0,9.0,4.0,17.0,3.0,11.0,0.0,0.0,0.0,2.0,78.6,50.0,0.0,0.0,491731.0,121912.0,9000.0,149716.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
41831,65804859,,15000.0,15000.0,15000.0, 60 months,18.99,389.03,E,E3,Accountant,2 years,MORTGAGE,70000.0,Verified,Dec-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=65804859,,credit_card,Credit card refinancing,559xx,MN,16.53,0.0,Apr-93,690.0,694.0,1.0,49.0,,9.0,0.0,14351.0,57.4,29.0,w,0.0,0.0,6245.97,6245.97,1282.61,1843.11,0.0,3120.25,561.645,Aug-16,418.33,,Jul-18,589.0,585.0,0.0,60.0,1.0,Individual,,,,0.0,0.0,243836.0,,,,,,,,,,,,25000.0,,,,10.0,27093.0,5727.0,60.5,0.0,0.0,242.0,271.0,2.0,2.0,6.0,2.0,49.0,5.0,49.0,0.0,2.0,4.0,2.0,5.0,11.0,5.0,12.0,4.0,9.0,0.0,0.0,0.0,8.0,79.3,0.0,0.0,0.0,263479.0,50666.0,14500.0,43194.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
125704,60914797,,15000.0,15000.0,15000.0, 36 months,7.26,464.95,A,A4,Operator,10+ years,OWN,110000.0,Not Verified,Oct-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60914797,,debt_consolidation,Debt consolidation,797xx,TX,26.62,3.0,Oct-93,710.0,714.0,0.0,13.0,,10.0,0.0,14286.0,38.3,23.0,w,0.0,0.0,16725.766369999998,16725.77,15000.0,1725.77,0.0,0.0,0.0,Oct-18,464.62,,Oct-18,644.0,640.0,0.0,,1.0,Individual,,,,0.0,110.0,90535.0,,,,,,,,,,,,37300.0,,,,0.0,9054.0,3446.0,35.0,0.0,0.0,189.0,263.0,49.0,33.0,0.0,108.0,,11.0,13.0,0.0,1.0,6.0,1.0,5.0,8.0,7.0,14.0,6.0,10.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,171203.0,90535.0,5300.0,133903.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
624034,113046653,,7000.0,7000.0,7000.0, 36 months,11.99,232.47,B,B5,Behavior Specialist,5 years,OWN,80000.0,Source Verified,Jul-17,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=113046653,,credit_card,Credit card refinancing,027xx,MA,14.24,0.0,Sep-07,715.0,719.0,0.0,,71.0,10.0,1.0,7977.0,38.2,10.0,f,0.0,0.0,1850.43,1850.43,1346.62,503.81,0.0,0.0,0.0,Mar-18,232.47,,Mar-19,534.0,530.0,0.0,,1.0,Individual,,,,0.0,0.0,19508.0,0.0,2.0,1.0,1.0,8.0,11531.0,52.0,1.0,1.0,2686.0,45.0,20900.0,1.0,1.0,2.0,2.0,1951.0,7868.0,39.5,0.0,0.0,48.0,118.0,12.0,8.0,0.0,28.0,,8.0,,0.0,3.0,8.0,3.0,3.0,2.0,8.0,8.0,8.0,10.0,0.0,0.0,0.0,2.0,100.0,0.0,1.0,0.0,43123.0,19508.0,13000.0,22223.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
269497,50565364,,26400.0,26400.0,26400.0, 36 months,5.32,795.04,A,A1,Manager,10+ years,MORTGAGE,155000.0,Source Verified,May-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=50565364,,credit_card,Credit card refinancing,070xx,NJ,7.27,0.0,Feb-91,730.0,734.0,0.0,,,29.0,0.0,67164.0,47.5,77.0,w,0.0,0.0,27823.84,27823.84,26400.0,1423.84,0.0,0.0,0.0,Oct-16,14039.45,,Oct-18,739.0,735.0,0.0,,1.0,Individual,,,,0.0,0.0,474066.0,,,,,,,,,,,,98400.0,,,,6.0,16347.0,19581.0,59.4,0.0,0.0,81.0,291.0,2.0,2.0,3.0,2.0,,,,0.0,7.0,9.0,13.0,31.0,19.0,21.0,55.0,9.0,29.0,0.0,0.0,0.0,4.0,100.0,30.8,0.0,0.0,536583.0,104513.0,48200.0,47233.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
347505,42444207,,15000.0,15000.0,15000.0, 36 months,9.17,478.19,B,B2,Associate General Manager,4 years,RENT,127000.0,Not Verified,Mar-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=42444207,,credit_card,Credit card refinancing,551xx,MN,5.2,0.0,Nov-11,680.0,684.0,0.0,,,7.0,0.0,12597.0,42.3,11.0,f,0.0,0.0,17091.87019,17091.87,15000.0,2091.87,0.0,0.0,0.0,Jul-17,4188.38,,Mar-19,679.0,675.0,0.0,,1.0,Individual,,,,0.0,0.0,19362.0,,,,,,,,,,,,29800.0,,,,4.0,2766.0,12620.0,39.9,0.0,0.0,34.0,40.0,5.0,5.0,0.0,5.0,,20.0,,0.0,4.0,6.0,4.0,6.0,1.0,6.0,9.0,6.0,7.0,0.0,0.0,0.0,1.0,100.0,25.0,0.0,0.0,36565.0,19362.0,21000.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
126336,60973899,,11700.0,11700.0,11700.0, 36 months,13.99,399.83,C,C4,MIS Manager,10+ years,RENT,65000.0,Source Verified,Oct-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60973899,,debt_consolidation,Debt consolidation,917xx,CA,29.27,0.0,Apr-96,670.0,674.0,2.0,,,9.0,0.0,78533.0,59.0,25.0,w,0.0,0.0,14384.41001,14384.41,11700.0,2684.41,0.0,0.0,0.0,Oct-18,399.45,,Nov-18,564.0,560.0,0.0,,1.0,Individual,,,,0.0,0.0,96017.0,,,,,,,,,,,,133100.0,,,,3.0,10668.0,16638.0,59.0,0.0,0.0,118.0,233.0,2.0,2.0,2.0,2.0,,2.0,,0.0,8.0,8.0,18.0,18.0,4.0,8.0,19.0,6.0,9.0,,0.0,0.0,3.0,100.0,62.5,0.0,0.0,153100.0,96017.0,133100.0,20000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
940863,107923386,,17500.0,17500.0,17500.0, 36 months,17.99,632.58,D,D2,Table Games Supervisor,10+ years,MORTGAGE,58000.0,Verified,May-17,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=107923386,,debt_consolidation,Debt consolidation,666xx,KS,31.72,0.0,Mar-02,680.0,684.0,2.0,28.0,,16.0,0.0,6446.0,40.0,31.0,w,0.0,0.0,21067.07939,21067.08,17500.0,3567.08,0.0,0.0,0.0,Oct-18,24.84,,Mar-19,619.0,615.0,0.0,25.0,1.0,Individual,,,,0.0,0.0,130236.0,3.0,3.0,1.0,2.0,2.0,38701.0,59.0,3.0,6.0,2293.0,40.0,16200.0,0.0,1.0,2.0,9.0,8682.0,1533.0,49.0,0.0,0.0,132.0,182.0,4.0,2.0,2.0,4.0,68.0,4.0,41.0,0.0,6.0,11.0,11.0,12.0,8.0,11.0,21.0,7.0,15.0,,0.0,0.0,4.0,84.0,33.3,0.0,0.0,169016.0,45147.0,9200.0,65989.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
568761,115177074,,21000.0,21000.0,21000.0, 36 months,18.06,759.84,D,D2,Office Administrator ,2 years,OWN,50000.0,Verified,Aug-17,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=115177074,,debt_consolidation,Debt consolidation,550xx,MN,15.0,1.0,Sep-07,670.0,674.0,0.0,6.0,,10.0,0.0,16503.0,65.7,20.0,f,0.0,0.0,6817.49,6817.49,4243.19,2574.3,0.0,0.0,0.0,Jun-18,759.84,,Mar-19,549.0,545.0,0.0,,1.0,Individual,,,,0.0,0.0,16870.0,1.0,1.0,0.0,0.0,83.0,367.0,11.0,1.0,3.0,4927.0,59.0,25100.0,0.0,0.0,0.0,3.0,1687.0,2278.0,83.0,0.0,0.0,119.0,113.0,2.0,2.0,0.0,15.0,6.0,14.0,6.0,1.0,3.0,7.0,3.0,4.0,9.0,9.0,11.0,7.0,10.0,0.0,0.0,0.0,1.0,80.0,66.7,0.0,0.0,28600.0,16870.0,13400.0,3500.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
416579,38232573,,10000.0,10000.0,10000.0, 36 months,14.99,346.61,C,C5,Family Nurse Practitioner ,2 years,RENT,98420.0,Not Verified,Jan-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=38232573,,moving,Moving and relocation,296xx,SC,14.84,1.0,Feb-00,660.0,664.0,1.0,6.0,,22.0,0.0,45269.0,77.8,31.0,f,0.0,0.0,5512.59,5512.59,3108.12,1381.15,0.0,1023.32,184.1976,Feb-16,346.61,,Oct-16,559.0,555.0,0.0,,1.0,Individual,,,,0.0,0.0,90128.0,,,,,,,,,,,,58200.0,,,,3.0,4506.0,9207.0,82.5,0.0,0.0,142.0,178.0,11.0,1.0,0.0,11.0,,0.0,6.0,0.0,8.0,12.0,8.0,9.0,11.0,14.0,20.0,12.0,22.0,0.0,0.0,0.0,3.0,96.8,87.5,0.0,0.0,110161.0,90128.0,52700.0,51961.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
204026,56008250,,25000.0,25000.0,24975.0, 36 months,8.18,785.49,B,B1,Care Provider/Teaching Counselor,10+ years,MORTGAGE,125000.0,Not Verified,Jul-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=56008250,,debt_consolidation,Debt consolidation,681xx,NE,5.53,0.0,Mar-95,730.0,734.0,0.0,38.0,,8.0,0.0,2846.0,44.5,21.0,f,0.0,0.0,28258.35681,28230.1,25000.0,3258.36,0.0,0.0,0.0,May-18,2348.55,,Mar-19,719.0,715.0,0.0,,1.0,Individual,,,,0.0,0.0,266479.0,,,,,,,,,,,,6400.0,,,,3.0,44413.0,3080.0,47.8,0.0,0.0,159.0,244.0,28.0,12.0,4.0,28.0,38.0,12.0,38.0,0.0,1.0,2.0,4.0,6.0,6.0,6.0,11.0,2.0,8.0,0.0,0.0,0.0,1.0,75.0,0.0,0.0,0.0,298911.0,25099.0,5900.0,26365.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
183472,57175822,,15950.0,15950.0,15950.0, 60 months,26.77,484.85,G,G1,manager,6 years,OWN,45000.0,Verified,Aug-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=57175822,,debt_consolidation,Debt consolidation,902xx,CA,23.17,0.0,Dec-97,665.0,669.0,0.0,,92.0,9.0,1.0,15284.0,73.1,21.0,w,0.0,0.0,2861.66,2861.66,818.68,2042.98,0.0,0.0,0.0,Feb-16,484.85,,Nov-17,624.0,620.0,0.0,,1.0,Individual,,,,0.0,0.0,28979.0,,,,,,,,,,,,20900.0,,,,7.0,3220.0,304.0,97.9,0.0,0.0,122.0,211.0,7.0,7.0,0.0,7.0,,7.0,,0.0,4.0,6.0,4.0,11.0,6.0,7.0,15.0,6.0,9.0,0.0,0.0,0.0,2.0,100.0,100.0,1.0,0.0,37050.0,28979.0,14600.0,16150.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
732244,77209167,,16075.0,16075.0,16050.0, 36 months,16.29,567.46,D,D1,Stylist,10+ years,MORTGAGE,63079.0,Verified,Apr-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77209167,,debt_consolidation,Debt consolidation,300xx,GA,23.04,0.0,Dec-95,675.0,679.0,0.0,,81.0,10.0,1.0,4134.0,55.9,31.0,f,0.0,0.0,18425.91249,18397.26,16075.0,2350.91,0.0,0.0,0.0,Apr-17,12212.95,,Apr-17,729.0,725.0,0.0,,1.0,Individual,,,,0.0,0.0,288181.0,4.0,4.0,3.0,5.0,3.0,64984.0,93.0,2.0,2.0,2259.0,90.0,7400.0,3.0,0.0,6.0,8.0,32020.0,792.0,82.4,0.0,0.0,145.0,244.0,3.0,3.0,4.0,6.0,,3.0,,0.0,2.0,3.0,2.0,4.0,15.0,5.0,12.0,3.0,10.0,0.0,0.0,0.0,6.0,100.0,100.0,1.0,0.0,298093.0,69118.0,4500.0,69868.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
249275,52086189,,15000.0,15000.0,14975.0, 36 months,10.99,491.01,B,B4,Parking Supervisor,8 years,RENT,43000.0,Source Verified,Jun-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=52086189,,credit_card,Credit card refinancing,967xx,HI,10.88,0.0,Mar-07,705.0,709.0,0.0,,,7.0,0.0,13322.0,60.3,9.0,f,0.0,0.0,17118.99176,17090.46,15000.0,2118.99,0.0,0.0,0.0,Feb-17,7781.12,,Feb-17,749.0,745.0,0.0,,1.0,Individual,,,,0.0,0.0,22556.0,,,,,,,,,,,,22100.0,,,,5.0,3222.0,8778.0,60.3,0.0,0.0,5.0,99.0,12.0,5.0,0.0,12.0,,15.0,,0.0,3.0,3.0,6.0,8.0,1.0,6.0,8.0,3.0,7.0,0.0,0.0,0.0,2.0,100.0,16.7,0.0,0.0,32100.0,22556.0,22100.0,10000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
986365,75810848,,30000.0,30000.0,30000.0, 36 months,16.29,1059.02,D,D1,Collections Manager,10+ years,RENT,82702.06,Source Verified,Mar-16,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75810848,,debt_consolidation,Debt consolidation,114xx,NY,13.13,0.0,Aug-05,660.0,664.0,0.0,51.0,,27.0,0.0,24737.0,65.4,42.0,w,0.0,0.0,25592.92,25592.92,18201.25,5724.85,0.0,1666.82,300.0276,Dec-17,1059.02,,Jul-18,519.0,515.0,0.0,,1.0,Individual,,,,0.0,0.0,24737.0,1.0,0.0,0.0,0.0,,0.0,,3.0,12.0,1923.0,65.0,37800.0,0.0,0.0,1.0,12.0,989.0,6587.0,64.0,0.0,0.0,,127.0,3.0,3.0,0.0,3.0,51.0,9.0,51.0,0.0,13.0,21.0,15.0,27.0,0.0,27.0,42.0,21.0,27.0,0.0,0.0,0.0,3.0,97.6,46.7,0.0,0.0,37800.0,24737.0,18300.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
442393,130006992,,10000.0,10000.0,10000.0, 60 months,10.41,214.5,B,B3,,,OWN,25000.0,Not Verified,Mar-18,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=130006992,,credit_card,Credit card refinancing,652xx,MO,10.1,0.0,Mar-89,740.0,744.0,0.0,,,8.0,0.0,9828.0,21.9,10.0,w,0.0,0.0,871.43,871.43,517.69,328.74,0.0,25.0,4.5,Jul-18,214.5,,Mar-19,599.0,595.0,0.0,,1.0,Individual,,,,0.0,0.0,9828.0,0.0,0.0,0.0,1.0,18.0,0.0,,1.0,3.0,5956.0,22.0,44900.0,0.0,0.0,0.0,4.0,1229.0,35072.0,21.9,0.0,0.0,18.0,348.0,8.0,8.0,0.0,8.0,,19.0,,0.0,6.0,6.0,7.0,8.0,1.0,7.0,8.0,6.0,8.0,0.0,0.0,0.0,1.0,100.0,14.3,0.0,0.0,45444.0,9828.0,44900.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,Feb-19,ACTIVE,Jan-19,4458.87,45.0,24.0
130757,60961915,,35000.0,35000.0,34925.0, 60 months,18.25,893.54,E,E1,Director of Manufacturing,10+ years,MORTGAGE,135000.0,Source Verified,Sep-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60961915,,credit_card,Credit card refinancing,067xx,CT,26.27,0.0,Apr-98,670.0,674.0,2.0,,,23.0,0.0,68181.0,84.2,36.0,f,0.0,0.0,20035.03,19992.1,6035.4,7332.21,0.0,6667.42,1200.1356,Jan-17,893.54,,Feb-18,499.0,0.0,0.0,,1.0,Individual,,,,0.0,0.0,229624.0,,,,,,,,,,,,81000.0,,,,7.0,9984.0,3665.0,94.0,0.0,0.0,119.0,209.0,13.0,7.0,2.0,14.0,,2.0,,0.0,11.0,17.0,13.0,18.0,4.0,19.0,29.0,17.0,23.0,0.0,0.0,0.0,1.0,100.0,76.9,0.0,0.0,267483.0,111707.0,60900.0,52963.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1043565,72582221,,12000.0,12000.0,12000.0, 36 months,10.75,391.45,B,B4,salesperson,3 years,RENT,33600.0,Verified,Feb-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72582221,,debt_consolidation,Debt consolidation,112xx,NY,16.38,0.0,Dec-03,665.0,669.0,0.0,25.0,,10.0,0.0,14485.0,72.1,18.0,w,0.0,0.0,14084.83724,14084.84,12000.0,2084.84,0.0,0.0,0.0,Feb-19,391.26,,Feb-19,699.0,695.0,0.0,,1.0,Individual,,,,0.0,0.0,18784.0,0.0,3.0,0.0,0.0,126.0,4299.0,50.0,0.0,0.0,5148.0,66.0,20100.0,0.0,0.0,0.0,0.0,1878.0,5615.0,72.1,0.0,0.0,146.0,93.0,28.0,28.0,0.0,30.0,25.0,,25.0,0.0,5.0,5.0,7.0,8.0,10.0,7.0,8.0,5.0,10.0,0.0,0.0,0.0,0.0,94.4,57.1,0.0,0.0,28630.0,18784.0,20100.0,8530.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
309168,46802493,,8000.0,8000.0,8000.0, 36 months,15.61,279.72,D,D1,Life Insurance agent,< 1 year,RENT,55000.0,Source Verified,May-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=46802493,,debt_consolidation,Debt consolidation,117xx,NY,20.12,2.0,Jul-01,660.0,664.0,1.0,19.0,67.0,14.0,1.0,10329.0,70.0,30.0,f,0.0,0.0,10062.9045,10062.9,8000.0,2062.9,0.0,0.0,0.0,May-18,279.64,,Nov-18,534.0,530.0,0.0,16.0,1.0,Individual,,,,0.0,0.0,10329.0,,,,,,,,,,,,14700.0,,,,6.0,794.0,1633.0,88.0,0.0,0.0,165.0,151.0,4.0,4.0,1.0,16.0,24.0,1.0,24.0,0.0,3.0,13.0,6.0,6.0,11.0,13.0,18.0,12.0,13.0,,0.0,1.0,2.0,87.0,100.0,1.0,0.0,14700.0,10329.0,4900.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
188858,57044847,,10000.0,10000.0,10000.0, 36 months,8.18,314.2,B,B1,Devleopment Engineer,7 years,MORTGAGE,97000.0,Source Verified,Jul-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=57044847,,credit_card,Credit card refinancing,762xx,TX,1.29,0.0,Nov-87,730.0,734.0,1.0,,49.0,6.0,2.0,4812.0,13.7,10.0,w,0.0,0.0,11156.06098,11156.06,10000.0,1156.06,0.0,0.0,0.0,Aug-17,3934.0,,Apr-18,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,133190.0,,,,,,,,,,,,35200.0,,,,4.0,22198.0,29188.0,14.2,0.0,0.0,196.0,332.0,6.0,6.0,2.0,6.0,,6.0,,0.0,2.0,2.0,4.0,6.0,1.0,5.0,7.0,2.0,6.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,187500.0,4812.0,34000.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
616130,113824802,,15000.0,15000.0,14975.0, 36 months,23.88,587.55,E,E2,Apprentice,2 years,MORTGAGE,53000.0,Verified,Jul-17,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=113824802,,debt_consolidation,Debt consolidation,023xx,MA,12.59,1.0,Feb-10,680.0,684.0,1.0,20.0,,4.0,0.0,1189.0,47.6,21.0,f,0.0,0.0,18409.3997,18378.72,15000.0,3409.4,0.0,0.0,0.0,Aug-18,11408.55,,Mar-19,659.0,655.0,0.0,,1.0,Individual,,,,0.0,0.0,223994.0,1.0,1.0,1.0,1.0,11.0,10830.0,77.0,1.0,4.0,943.0,73.0,2500.0,2.0,0.0,3.0,7.0,55999.0,57.0,94.3,0.0,0.0,68.0,89.0,3.0,3.0,4.0,3.0,,0.0,,0.0,1.0,2.0,1.0,8.0,3.0,2.0,14.0,2.0,4.0,0.0,0.0,0.0,4.0,95.2,100.0,0.0,0.0,230250.0,12019.0,1000.0,14000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
845423,137286817,,30000.0,30000.0,30000.0, 36 months,11.55,990.0,B,B4,Engineer - Operations & Maintenance,10+ years,MORTGAGE,70000.0,Not Verified,Jul-18,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=137286817,,other,Other,330xx,FL,10.26,0.0,Jun-06,770.0,774.0,0.0,,,14.0,0.0,4662.0,8.8,33.0,w,0.0,0.0,30211.75,30211.75,30000.0,211.75,0.0,0.0,0.0,Aug-18,30231.0,,Aug-18,774.0,770.0,0.0,,1.0,Individual,,,,0.0,64.0,115036.0,1.0,2.0,0.0,0.0,33.0,36562.0,85.0,1.0,2.0,2959.0,42.0,55100.0,1.0,0.0,2.0,3.0,8217.0,42134.0,9.7,0.0,0.0,135.0,145.0,12.0,2.0,2.0,12.0,,3.0,,0.0,2.0,4.0,7.0,13.0,12.0,10.0,18.0,4.0,14.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,178941.0,43906.0,46400.0,42838.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
